bedrooms,bathrooms,house_size,price
4.0,2.0,926.0,60000.0
4.0,2.0,926.0,145000.0
4.0,3.0,926.0,845000.0
4.0,2.0,926.0,79000.0
4.0,2.0,926.0,215000.0
4.0,4.0,926.0,1200000.0
4.0,2.0,926.0,223000.0
4.0,3.0,926.0,585000.0
4.0,3.0,926.0,975000.0
4.0,2.0,926.0,388000.0
4.0,3.0,926.0,450000.0
4.0,2.0,926.0,499000.0
4.0,2.0,926.0,575000.0
4.0,4.0,926.0,799900.0
4.0,2.0,926.0,150000.0
4.0,3.0,926.0,174900.0
4.0,3.0,926.0,188000.0
4.0,2.0,926.0,60000.0
4.0,2.0,926.0,145000.0
4.0,3.0,926.0,845000.0
4.0,2.0,926.0,79000.0
4.0,2.0,926.0,215000.0
4.0,2.0,926.0,223000.0
4.0,3.0,926.0,585000.0
4.0,4.0,926.0,1200000.0
4.0,3.0,926.0,975000.0
4.0,3.0,926.0,450000.0
4.0,2.0,926.0,575000.0
4.0,2.0,926.0,388000.0
4.0,2.0,926.0,499000.0
4.0,4.0,926.0,799900.0
4.0,2.0,926.0,150000.0
4.0,3.0,926.0,174900.0
4.0,3.0,926.0,188000.0
4.0,3.0,926.0,224995.0
4.0,2.0,926.0,145000.0
4.0,2.0,926.0,60000.0
4.0,2.0,926.0,145000.0
4.0,3.0,926.0,845000.0
4.0,2.0,926.0,79000.0
4.0,2.0,926.0,215000.0
4.0,4.0,926.0,1200000.0
4.0,2.0,926.0,223000.0
4.0,3.0,926.0,450000.0
4.0,2.0,926.0,388000.0
4.0,2.0,926.0,575000.0
4.0,2.0,926.0,499000.0
4.0,4.0,926.0,799900.0
4.0,3.0,926.0,585000.0
4.0,3.0,926.0,975000.0
4.0,3.0,926.0,174900.0
4.0,2.0,926.0,150000.0
4.0,3.0,926.0,188000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,182995.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,99000.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,24900.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,545000.0
3.0,3.0,926.0,190000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,1.0,926.0,110000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,114900.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,2.0,926.0,245000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,1.0,926.0,122900.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,675000.0
3.0,1.0,926.0,110000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,385000.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,24900.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,148900.0
3.0,1.0,926.0,50000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,2.0,926.0,182995.0
3.0,2.0,926.0,119000.0
3.0,2.0,926.0,99000.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,545000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,114900.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,180000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,114900.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,24900.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,3.0,926.0,190000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,182995.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,1.0,926.0,110000.0
3.0,2.0,926.0,385000.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,114900.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,99000.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,180000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,385000.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,2.0,926.0,229000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,128300.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,180000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,195000.0
3.0,2.0,926.0,225000.0
3.0,2.0,926.0,159900.0
3.0,3.0,926.0,689000.0
3.0,3.0,926.0,190000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,390000.0
3.0,1.0,926.0,122900.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,250000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,3.0,926.0,170000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,3.0,926.0,265000.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,114900.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,128300.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,89000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,3.0,926.0,188000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,225000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,182995.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,2.0,926.0,385000.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,182995.0
3.0,2.0,926.0,119000.0
3.0,2.0,926.0,99000.0
3.0,1.0,926.0,69000.0
3.0,1.0,926.0,110000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,128300.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,24900.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,2.0,926.0,245000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,99000.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,2.0,926.0,385000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,128300.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,114900.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,114900.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,245000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,99000.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,182995.0
3.0,2.0,926.0,182995.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,119000.0
3.0,2.0,926.0,99000.0
3.0,1.0,926.0,110000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,128300.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,24900.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,180000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,229000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,1.0,926.0,675000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,128300.0
3.0,2.0,926.0,99000.0
3.0,2.0,926.0,114900.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,111700.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,24900.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,147000.0
3.0,2.0,926.0,225000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,229000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
3.0,2.0,926.0,250000.0
3.0,3.0,926.0,190000.0
3.0,1.0,926.0,122900.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,119000.0
3.0,1.0,926.0,110000.0
3.0,2.0,926.0,385000.0
3.0,2.0,926.0,114900.0
3.0,2.0,926.0,128300.0
3.0,1.0,926.0,69000.0
3.0,2.0,926.0,99000.0
3.0,1.0,926.0,89000.0
3.0,2.0,926.0,134000.0
3.0,2.0,926.0,116000.0
3.0,2.0,926.0,169000.0
3.0,2.0,926.0,167000.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,111700.0
3.0,2.0,926.0,24900.0
3.0,1.0,926.0,88000.0
3.0,2.0,926.0,545000.0
3.0,2.0,926.0,175000.0
3.0,2.0,926.0,89000.0
3.0,1.0,926.0,90000.0
3.0,2.0,926.0,148900.0
3.0,2.0,926.0,147000.0
3.0,3.0,926.0,188000.0
3.0,2.0,926.0,180000.0
3.0,2.0,926.0,225000.0
3.0,2.0,926.0,245000.0
3.0,2.0,926.0,229000.0
3.0,1.0,926.0,50000.0
3.0,2.0,926.0,395000.0
3.0,2.0,926.0,390000.0
